full_id,osm_id,osm_type,water,waterway,emergency,building:levels,aircraft:type,wikimedia_commons,wheelchair,ship:type,reservation,ref,opening_hours,historic,wetland,addr:street,addr:housenumber,addr:country,addr:city,building,artwork_type,source:name,leaf_cycle,layer,leaf_type,reservoir_type,landuse,wastewater,survey:date,fishing,oktmo:user,barrier,alt_name:ru,place,tidal,dock,covered,description,seasonal,local_name,access,name:es,old_name,name:it,int_name,loc_name,contact:website,operator,start_date,name:be,amenity,official_name,salt,intermittent,tourism,name:de,sport,alt_name,boat,wikipedia,wikidata,name:ru,name:en,type,natural,name:uk,name
w356325042,"356325042",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325043,"356325043",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325044,"356325044",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325046,"356325046",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325047,"356325047",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325048,"356325048",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325049,"356325049",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325050,"356325050",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325051,"356325051",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325052,"356325052",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325053,"356325053",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325054,"356325054",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325056,"356325056",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325057,"356325057",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325058,"356325058",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325059,"356325059",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325061,"356325061",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327007,"356327007",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327009,"356327009",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327010,"356327010",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327011,"356327011",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327012,"356327012",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327015,"356327015",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327019,"356327019",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327021,"356327021",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327022,"356327022",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327024,"356327024",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327025,"356327025",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327026,"356327026",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327029,"356327029",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327031,"356327031",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327032,"356327032",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327034,"356327034",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327037,"356327037",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327045,"356327045",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327047,"356327047",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327048,"356327048",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327051,"356327051",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327053,"356327053",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327055,"356327055",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327059,"356327059",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327060,"356327060",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327064,"356327064",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327069,"356327069",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327070,"356327070",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327071,"356327071",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327072,"356327072",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327073,"356327073",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327074,"356327074",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327075,"356327075",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327077,"356327077",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327078,"356327078",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327083,"356327083",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327084,"356327084",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327085,"356327085",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327086,"356327086",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327087,"356327087",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327088,"356327088",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327089,"356327089",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327090,"356327090",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327091,"356327091",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327092,"356327092",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356327093,"356327093",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356529747,"356529747",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356538494,"356538494",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w358542546,"358542546",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w366439347,"366439347",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w372205915,"372205915",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Північний ставок,Северный пруд
w372205929,"372205929",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Малий ставок,Малый пруд
w372206052,"372206052",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w372805015,"372805015",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Селезневский пруд,,,,Антроповский пруд,,,water,Антропівський ставок,Антроповский пруд
w376127008,"376127008",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980799,"377980799",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980802,"377980802",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980803,"377980803",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980804,"377980804",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980805,"377980805",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980806,"377980806",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w377980808,"377980808",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w378331605,"378331605",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w390253059,"390253059",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w390253061,"390253061",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w390253062,"390253062",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w390253066,"390253066",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w390253067,"390253067",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w390253069,"390253069",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w392768383,"392768383",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w392774654,"392774654",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w395042814,"395042814",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w395042816,"395042816",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w413460243,"413460243",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w418648237,"418648237",way,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,water,,
w420803948,"420803948",way,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w421850024,"421850024",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w442166908,"442166908",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w474728695,"474728695",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,water,,
w480302507,"480302507",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w480302508,"480302508",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w480302509,"480302509",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w480886156,"480886156",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w494760071,"494760071",way,,boatyard,,"2",,,,,,,,,,Крылатская улица,2 с30,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w494760073,"494760073",way,,boatyard,,"1",,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w494963202,"494963202",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w494963205,"494963205",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,water,,
w494963206,"494963206",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,water,,
w499842347,"499842347",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w499842422,"499842422",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w505703046,"505703046",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w512608671,"512608671",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w512687979,"512687979",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w515048137,"515048137",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w515048141,"515048141",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w534539607,"534539607",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w539253835,"539253835",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w546582501,"546582501",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w553982507,"553982507",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Куркінський ставок,Куркинский пруд
w555586352,"555586352",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,water,,
w555586354,"555586354",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w556010675,"556010675",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w556098620,"556098620",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w557724857,"557724857",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Іванівський ставок,Верхний Ивановский пруд
w589688973,"589688973",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w597028732,"597028732",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w597028735,"597028735",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w597028738,"597028738",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w597035631,"597035631",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w608299527,"608299527",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Лізин ставок,Лизин пруд
w609726409,"609726409",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w609908316,"609908316",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w609912292,"609912292",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w609912296,"609912296",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w609912298,"609912298",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w614946431,"614946431",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w638788713,"638788713",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w651046312,"651046312",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w651255691,"651255691",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w664686504,"664686504",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,water_storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w703217258,"703217258",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w703217259,"703217259",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w711633672,"711633672",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w714448291,"714448291",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,water,,
w714448292,"714448292",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,water,,
w728418154,"728418154",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,water,Суздальський ставок,Суздальский пруд
w776323173,"776323173",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w817027084,"817027084",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w817106810,"817106810",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w818602054,"818602054",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w818602055,"818602055",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454339,"829454339",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454340,"829454340",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454341,"829454341",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454342,"829454342",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454343,"829454343",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454344,"829454344",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454345,"829454345",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454346,"829454346",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454347,"829454347",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454348,"829454348",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454349,"829454349",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454350,"829454350",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454351,"829454351",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w829454352,"829454352",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
